month,name,value
Apr-18,Financial Activities,1.609375
May-18,Financial Activities,1.792270531
Jun-18,Financial Activities,1.646017699
Jul-18,Financial Activities,2.112745098
Aug-18,Financial Activities,1.985576923
Sep-18,Financial Activities,1.639484979
Oct-18,Financial Activities,2.135416667
Nov-18,Financial Activities,2.014354067
Dec-18,Financial Activities,1.64953271
Jan-19,Financial Activities,2.183783784
Feb-19,Financial Activities,1.773869347
Mar-19,Financial Activities,1.854166667
Apr-19,Financial Activities,1.57079646
May-19,Financial Activities,1.693333333
Jun-19,Financial Activities,1.727272727
Jul-19,Financial Activities,1.488
Aug-19,Financial Activities,1.596638655
Sep-19,Financial Activities,1.628820961
Oct-19,Financial Activities,1.935779817
Nov-19,Financial Activities,1.524793388
Dec-19,Financial Activities,1.475336323
Jan-20,Financial Activities,1.949541284
Feb-20,Financial Activities,1.723140496
Mar-20,Financial Activities,1.502164502
Apr-20,Financial Activities,1.698113208
May-20,Financial Activities,1.5
Jun-20,Financial Activities,1.703517588
Jul-20,Financial Activities,1.207692308
Aug-20,Financial Activities,1.281385281
Sep-20,Financial Activities,1.253012048
Oct-20,Financial Activities,1.297959184
Nov-20,Financial Activities,1.338095238
Dec-20,Financial Activities,1.439613527
Jan-21,Financial Activities,1.346341463
Feb-21,Financial Activities,1.557788945
Mar-21,Financial Activities,1.634146341
Apr-21,Financial Activities,1.990697674
May-21,Financial Activities,1.922330097
Jun-21,Financial Activities,1.715686275
Jul-21,Financial Activities,2.186234818
Aug-21,Financial Activities,2.262135922
Sep-21,Financial Activities,1.510344828
Oct-21,Financial Activities,2.041284404
Nov-21,Financial Activities,2.111587983
Dec-21,Financial Activities,2.052401747
Jan-12,Information,1.62962963
Feb-12,Information,1.338028169
Mar-12,Information,1.492537313
Apr-12,Information,1.529411765
May-12,Information,1.166666667
Jun-12,Information,1.909090909
Jul-12,Information,1.470588235
Aug-12,Information,1.109756098
Sep-12,Information,1.610169492
Oct-12,Information,1.365079365
Nov-12,Information,1.444444444
Dec-12,Information,1.28358209
Jan-13,Information,1.241935484
Feb-13,Information,1.270588235
Mar-13,Information,1.98
Apr-13,Information,0.942857143
May-13,Information,1.24691358
Jun-13,Information,1.168539326
Jul-13,Information,1.153846154
Aug-13,Information,0.855421687
Sep-13,Information,1.063829787
Oct-13,Information,1.524390244
Nov-13,Information,1.461538462
Dec-13,Information,1.345238095
Jan-14,Information,1.21978022
Feb-14,Information,1.320987654
Mar-14,Information,1.153846154
Apr-14,Information,1.425
May-14,Information,1.527027027
Jun-14,Information,1.278481013
Jul-14,Information,1.244444444
Aug-14,Information,1.423076923
Sep-14,Information,1.391891892
Oct-14,Information,1.061728395
Nov-14,Information,1.177570093
Dec-14,Information,1.35443038
Jan-15,Information,1.3875
Feb-15,Information,1.666666667
Mar-15,Information,1.358024691
Apr-15,Information,1.297619048
May-15,Information,1.238636364
Jun-15,Information,1.4125
Jul-15,Information,1.524390244
Aug-15,Information,1.414634146
Sep-15,Information,1.414634146
Oct-15,Information,1.258426966
Nov-15,Information,0.897435897
Dec-15,Information,1.48
Jan-16,Information,1.261363636
Feb-16,Information,1.093023256
Mar-16,Information,1.171052632
Apr-16,Information,0.913043478
May-16,Information,1.583333333
Jun-16,Information,1.058823529
Jul-16,Information,1.012658228
Aug-16,Information,1.012820513
Sep-16,Information,1.275
Oct-16,Information,1.08974359
Nov-16,Information,0.964705882
Dec-16,Information,0.987804878
Jan-17,Information,0.988764045
Feb-17,Information,0.853658537
Mar-17,Information,1.116883117
Apr-17,Information,1.5
May-17,Information,1.41025641
Jun-17,Information,1.417721519
Jul-17,Information,1.166666667
Aug-17,Information,1.333333333
Sep-17,Information,1.092783505
Oct-17,Information,1.011111111
Nov-17,Information,1.102272727
Dec-17,Information,1.302083333
Jan-18,Information,1.376344086
Feb-18,Information,1.450549451
Mar-18,Information,1.402061856
Apr-18,Information,1.891304348
May-18,Information,1.329896907
Jun-18,Information,1.516483516
Jul-18,Information,1.69047619
Aug-18,Information,1.611111111
Sep-18,Information,1.310344828
Oct-18,Information,1.651162791
Nov-18,Information,1.418367347
Dec-18,Information,1.602409639
Jan-19,Information,1.651162791
Feb-19,Information,1.574712644
Mar-19,Information,1.504854369
Apr-19,Information,1.14893617
May-19,Information,1.222222222
Jun-19,Information,1.414893617
Jul-19,Information,1.565656566
Aug-19,Information,1.391304348
Sep-19,Information,1.849462366
Oct-19,Information,1.484536082
Nov-19,Information,1.606741573
Dec-19,Information,1.559139785
Jan-20,Information,1.739726027
Feb-20,Information,1.453608247
Mar-20,Information,1.680555556
Apr-20,Information,3.128205128
May-20,Information,1.318181818
Jun-20,Information,1.754385965
Jul-20,Information,1.023529412
Aug-20,Information,0.944444444
Sep-20,Information,1.099009901
Oct-20,Information,1.024793388
Nov-20,Information,1.155555556
Dec-20,Information,1.414634146
Jan-21,Information,1.75
Feb-21,Information,1.144329897
Mar-21,Information,1.088235294
Apr-21,Information,1.125
May-21,Information,1.371428571
Jun-21,Information,1.372727273
Jul-21,Information,1.70754717
Aug-21,Information,1.56779661
Sep-21,Information,1.495652174
Oct-21,Information,1.504201681
Nov-21,Information,1.692982456
Dec-21,Information,2.09009009
Jan-12,"Trade, Transportation, and Utilities",0.762886598
Feb-12,"Trade, Transportation, and Utilities",0.753201397
Mar-12,"Trade, Transportation, and Utilities",0.784667418
Apr-12,"Trade, Transportation, and Utilities",0.710762332
May-12,"Trade, Transportation, and Utilities",0.697986577
Jun-12,"Trade, Transportation, and Utilities",0.709641256
Jul-12,"Trade, Transportation, and Utilities",0.77662037
Aug-12,"Trade, Transportation, and Utilities",0.800861141
Sep-12,"Trade, Transportation, and Utilities",0.87755102
Oct-12,"Trade, Transportation, and Utilities",0.6030871
Nov-12,"Trade, Transportation, and Utilities",0.764837626
Dec-12,"Trade, Transportation, and Utilities",0.897091723
Jan-13,"Trade, Transportation, and Utilities",0.826859046
Feb-13,"Trade, Transportation, and Utilities",0.677115987
Mar-13,"Trade, Transportation, and Utilities",0.895121951
Apr-13,"Trade, Transportation, and Utilities",0.879558011
May-13,"Trade, Transportation, and Utilities",0.890948746
Jun-13,"Trade, Transportation, and Utilities",1.013605442
Jul-13,"Trade, Transportation, and Utilities",0.796276013
Aug-13,"Trade, Transportation, and Utilities",0.772956609
Sep-13,"Trade, Transportation, and Utilities",0.825688073
Oct-13,"Trade, Transportation, and Utilities",0.803921569
Nov-13,"Trade, Transportation, and Utilities",0.788954635
Dec-13,"Trade, Transportation, and Utilities",0.818452381
Jan-14,"Trade, Transportation, and Utilities",0.863492063
Feb-14,"Trade, Transportation, and Utilities",0.865877712
Mar-14,"Trade, Transportation, and Utilities",0.927165354
Apr-14,"Trade, Transportation, and Utilities",0.856502242
May-14,"Trade, Transportation, and Utilities",0.860422406
Jun-14,"Trade, Transportation, and Utilities",0.875114784
Jul-14,"Trade, Transportation, and Utilities",0.858058608
Aug-14,"Trade, Transportation, and Utilities",1.145631068
Sep-14,"Trade, Transportation, and Utilities",0.870510397
Oct-14,"Trade, Transportation, and Utilities",0.834215168
Nov-14,"Trade, Transportation, and Utilities",0.797824116
Dec-14,"Trade, Transportation, and Utilities",0.81411975
Jan-15,"Trade, Transportation, and Utilities",0.899539171
Feb-15,"Trade, Transportation, and Utilities",0.990662932
Mar-15,"Trade, Transportation, and Utilities",0.821719457
Apr-15,"Trade, Transportation, and Utilities",0.918994413
May-15,"Trade, Transportation, and Utilities",0.907039711
Jun-15,"Trade, Transportation, and Utilities",0.867753623
Jul-15,"Trade, Transportation, and Utilities",1.134476534
Aug-15,"Trade, Transportation, and Utilities",0.976392823
Sep-15,"Trade, Transportation, and Utilities",0.984067479
Oct-15,"Trade, Transportation, and Utilities",1.006523765
Nov-15,"Trade, Transportation, and Utilities",0.949074074
Dec-15,"Trade, Transportation, and Utilities",0.94765343
Jan-16,"Trade, Transportation, and Utilities",1.020114943
Feb-16,"Trade, Transportation, and Utilities",0.946538124
Mar-16,"Trade, Transportation, and Utilities",0.995318352
Apr-16,"Trade, Transportation, and Utilities",1.010147601
May-16,"Trade, Transportation, and Utilities",1.048496605
Jun-16,"Trade, Transportation, and Utilities",1.014124294
Jul-16,"Trade, Transportation, and Utilities",0.982391103
Aug-16,"Trade, Transportation, and Utilities",0.927655678
Sep-16,"Trade, Transportation, and Utilities",0.933936652
Oct-16,"Trade, Transportation, and Utilities",0.920837125
Nov-16,"Trade, Transportation, and Utilities",0.98891129
Dec-16,"Trade, Transportation, and Utilities",1.031791908
Jan-17,"Trade, Transportation, and Utilities",0.928977273
Feb-17,"Trade, Transportation, and Utilities",0.944444444
Mar-17,"Trade, Transportation, and Utilities",1.013863216
Apr-17,"Trade, Transportation, and Utilities",1.018
May-17,"Trade, Transportation, and Utilities",0.987793427
Jun-17,"Trade, Transportation, and Utilities",1.001809955
Jul-17,"Trade, Transportation, and Utilities",1.143286573
Aug-17,"Trade, Transportation, and Utilities",1.234021632
Sep-17,"Trade, Transportation, and Utilities",1.176757812
Oct-17,"Trade, Transportation, and Utilities",1.140350877
Nov-17,"Trade, Transportation, and Utilities",1.205466541
Dec-17,"Trade, Transportation, and Utilities",1.273303167
Jan-18,"Trade, Transportation, and Utilities",1.220125786
Feb-18,"Trade, Transportation, and Utilities",1.206071757
Mar-18,"Trade, Transportation, and Utilities",1.260752688
Apr-18,"Trade, Transportation, and Utilities",1.321899736
May-18,"Trade, Transportation, and Utilities",1.326768129
Jun-18,"Trade, Transportation, and Utilities",1.314616756
Jul-18,"Trade, Transportation, and Utilities",1.326363636
Aug-18,"Trade, Transportation, and Utilities",1.065235343
Sep-18,"Trade, Transportation, and Utilities",1.339555556
Oct-18,"Trade, Transportation, and Utilities",1.214698596
Nov-18,"Trade, Transportation, and Utilities",1.357021997
Dec-18,"Trade, Transportation, and Utilities",1.222319859
Jan-19,"Trade, Transportation, and Utilities",1.253321523
Feb-19,"Trade, Transportation, and Utilities",1.137931034
Mar-19,"Trade, Transportation, and Utilities",1.206319703
Apr-19,"Trade, Transportation, and Utilities",1.16856892
May-19,"Trade, Transportation, and Utilities",1.101867572
Jun-19,"Trade, Transportation, and Utilities",1.13372582
Jul-19,"Trade, Transportation, and Utilities",1.05420712
Aug-19,"Trade, Transportation, and Utilities",1.104591837
Sep-19,"Trade, Transportation, and Utilities",1.060985798
Oct-19,"Trade, Transportation, and Utilities",1.386425339
Nov-19,"Trade, Transportation, and Utilities",1.055793991
Dec-19,"Trade, Transportation, and Utilities",1.00084674
Jan-20,"Trade, Transportation, and Utilities",1.003257329
Feb-20,"Trade, Transportation, and Utilities",0.950558214
Mar-20,"Trade, Transportation, and Utilities",0.945762712
Apr-20,"Trade, Transportation, and Utilities",0.806890299
May-20,"Trade, Transportation, and Utilities",0.651769088
Jun-20,"Trade, Transportation, and Utilities",0.770965469
Jul-20,"Trade, Transportation, and Utilities",0.981161695
Aug-20,"Trade, Transportation, and Utilities",0.950120676
Sep-20,"Trade, Transportation, and Utilities",0.894819466
Oct-20,"Trade, Transportation, and Utilities",0.888971684
Nov-20,"Trade, Transportation, and Utilities",1.020729685
Dec-20,"Trade, Transportation, and Utilities",1.033653846
Jan-21,"Trade, Transportation, and Utilities",1.100398406
Feb-21,"Trade, Transportation, and Utilities",1.19658814
Mar-21,"Trade, Transportation, and Utilities",1.312598425
Apr-21,"Trade, Transportation, and Utilities",1.35446906
May-21,"Trade, Transportation, and Utilities",1.297692308
Jun-21,"Trade, Transportation, and Utilities",1.285714286
Jul-21,"Trade, Transportation, and Utilities",1.406226835
Aug-21,"Trade, Transportation, and Utilities",1.460202605
Sep-21,"Trade, Transportation, and Utilities",1.419213974
Oct-21,"Trade, Transportation, and Utilities",1.453471196
Nov-21,"Trade, Transportation, and Utilities",1.36059744
Dec-21,"Trade, Transportation, and Utilities",1.410312273
Jan-12,Mining and Logging,0.714285714
Feb-12,Mining and Logging,0.787878788
Mar-12,Mining and Logging,0.571428571
Apr-12,Mining and Logging,0.485714286
May-12,Mining and Logging,0.578947368
Jun-12,Mining and Logging,0.655172414
Jul-12,Mining and Logging,0.518518519
Aug-12,Mining and Logging,0.5625
Sep-12,Mining and Logging,0.625
Oct-12,Mining and Logging,0.433333333
Nov-12,Mining and Logging,0.515151515
Dec-12,Mining and Logging,0.548387097
Jan-13,Mining and Logging,0.6
Feb-13,Mining and Logging,0.823529412
Mar-13,Mining and Logging,0.516129032
Apr-13,Mining and Logging,0.714285714
May-13,Mining and Logging,0.633333333
Jun-13,Mining and Logging,0.606060606
Jul-13,Mining and Logging,0.741935484
Aug-13,Mining and Logging,0.888888889
Sep-13,Mining and Logging,0.633333333
Oct-13,Mining and Logging,0.677419355
Nov-13,Mining and Logging,0.72
Dec-13,Mining and Logging,0.741935484
Jan-14,Mining and Logging,0.8
Feb-14,Mining and Logging,0.8125
Mar-14,Mining and Logging,0.972222222
Apr-14,Mining and Logging,0.641025641
May-14,Mining and Logging,0.914285714
Jun-14,Mining and Logging,0.885714286
Jul-14,Mining and Logging,0.939393939
Aug-14,Mining and Logging,1.066666667
Sep-14,Mining and Logging,0.882352941
Oct-14,Mining and Logging,1.214285714
Nov-14,Mining and Logging,1
Dec-14,Mining and Logging,0.666666667
Jan-15,Mining and Logging,0.5
Feb-15,Mining and Logging,0.52
Mar-15,Mining and Logging,0.727272727
Apr-15,Mining and Logging,0.583333333
May-15,Mining and Logging,0.789473684
Jun-15,Mining and Logging,0.782608696
Jul-15,Mining and Logging,0.703703704
Aug-15,Mining and Logging,0.466666667
Sep-15,Mining and Logging,0.818181818
Oct-15,Mining and Logging,0.571428571
Nov-15,Mining and Logging,0.772727273
Dec-15,Mining and Logging,0.580645161
Jan-16,Mining and Logging,0.52173913
Feb-16,Mining and Logging,0.6
Mar-16,Mining and Logging,0.44
Apr-16,Mining and Logging,0.631578947
May-16,Mining and Logging,0.55
Jun-16,Mining and Logging,0.5
Jul-16,Mining and Logging,0.409090909
Aug-16,Mining and Logging,0.407407407
Sep-16,Mining and Logging,0.535714286
Oct-16,Mining and Logging,0.392857143
Nov-16,Mining and Logging,0.65625
Dec-16,Mining and Logging,1
Jan-17,Mining and Logging,0.931034483
Feb-17,Mining and Logging,0.787878788
Mar-17,Mining and Logging,0.730769231
Apr-17,Mining and Logging,1.034482759
May-17,Mining and Logging,0.684210526
Jun-17,Mining and Logging,0.870967742
Jul-17,Mining and Logging,0.878787879
Aug-17,Mining and Logging,0.966666667
Sep-17,Mining and Logging,0.896551724
Oct-17,Mining and Logging,0.935483871
Nov-17,Mining and Logging,0.771428571
Dec-17,Mining and Logging,0.766666667
Jan-18,Mining and Logging,0.84375
Feb-18,Mining and Logging,0.852941176
Mar-18,Mining and Logging,0.75
Apr-18,Mining and Logging,0.875
May-18,Mining and Logging,0.682926829
Jun-18,Mining and Logging,0.651162791
Jul-18,Mining and Logging,0.72972973
Aug-18,Mining and Logging,0.681818182
Sep-18,Mining and Logging,0.775
Oct-18,Mining and Logging,1.03030303
Nov-18,Mining and Logging,1.071428571
Dec-18,Mining and Logging,0.666666667
Jan-19,Mining and Logging,0.96875
Feb-19,Mining and Logging,0.96875
Mar-19,Mining and Logging,0.885714286
Apr-19,Mining and Logging,1.071428571
May-19,Mining and Logging,1.074074074
Jun-19,Mining and Logging,1.333333333
Jul-19,Mining and Logging,1.727272727
Aug-19,Mining and Logging,1.45
Sep-19,Mining and Logging,1.318181818
Oct-19,Mining and Logging,0.807692308
Nov-19,Mining and Logging,1.052631579
Dec-19,Mining and Logging,0.7
Jan-20,Mining and Logging,1.125
Feb-20,Mining and Logging,1.090909091
Mar-20,Mining and Logging,0.722222222
Apr-20,Mining and Logging,0.769230769
May-20,Mining and Logging,0.625
Jun-20,Mining and Logging,1.777777778
Jul-20,Mining and Logging,0.526315789
Aug-20,Mining and Logging,0.714285714
Sep-20,Mining and Logging,0.666666667
Oct-20,Mining and Logging,1.066666667
Nov-20,Mining and Logging,0.75
Dec-20,Mining and Logging,0.85
Jan-21,Mining and Logging,1.428571429
Feb-21,Mining and Logging,1.25
Mar-21,Mining and Logging,1.041666667
Apr-21,Mining and Logging,1.1
May-21,Mining and Logging,1.227272727
Jun-21,Mining and Logging,1.136363636
Jul-21,Mining and Logging,1.7
Aug-21,Mining and Logging,1.571428571
Sep-21,Mining and Logging,1.8125
Oct-21,Mining and Logging,1.380952381
Nov-21,Mining and Logging,1.842105263
Dec-21,Mining and Logging,1.7
Jan-12,Manufacturing,0.936329588
Feb-12,Manufacturing,0.920454545
Mar-12,Manufacturing,1.140794224
Apr-12,Manufacturing,0.946564885
May-12,Manufacturing,1.193675889
Jun-12,Manufacturing,1.098540146
Jul-12,Manufacturing,1.036290323
Aug-12,Manufacturing,1.145922747
Sep-12,Manufacturing,1.082969432
Oct-12,Manufacturing,1.08
Nov-12,Manufacturing,1.028340081
Dec-12,Manufacturing,1.068376068
Jan-13,Manufacturing,1.020242915
Feb-13,Manufacturing,1.150406504
Mar-13,Manufacturing,1.162895928
Apr-13,Manufacturing,0.995901639
May-13,Manufacturing,0.901818182
Jun-13,Manufacturing,0.919148936
Jul-13,Manufacturing,0.940425532
Aug-13,Manufacturing,1.071428571
Sep-13,Manufacturing,1.026819923
Oct-13,Manufacturing,1.272727273
Nov-13,Manufacturing,1.22007722
Dec-13,Manufacturing,1.185483871
Jan-14,Manufacturing,1.074074074
Feb-14,Manufacturing,1.186721992
Mar-14,Manufacturing,1.097276265
Apr-14,Manufacturing,1.091269841
May-14,Manufacturing,1.171314741
Jun-14,Manufacturing,1.195488722
Jul-14,Manufacturing,1.108614232
Aug-14,Manufacturing,1.325102881
Sep-14,Manufacturing,1.076388889
Oct-14,Manufacturing,0.993243243
Nov-14,Manufacturing,1.243346008
Dec-14,Manufacturing,1.112318841
Jan-15,Manufacturing,1.258823529
Feb-15,Manufacturing,1.174904943
Mar-15,Manufacturing,1.205992509
Apr-15,Manufacturing,1.237547893
May-15,Manufacturing,1.260700389
Jun-15,Manufacturing,1.085820896
Jul-15,Manufacturing,1.263157895
Aug-15,Manufacturing,1.145985401
Sep-15,Manufacturing,1.082474227
Oct-15,Manufacturing,1.109540636
Nov-15,Manufacturing,1.099630996
Dec-15,Manufacturing,1.237037037
Jan-16,Manufacturing,1.142348754
Feb-16,Manufacturing,1.128472222
Mar-16,Manufacturing,1.302325581
Apr-16,Manufacturing,1.392086331
May-16,Manufacturing,1.307407407
Jun-16,Manufacturing,1.291814947
Jul-16,Manufacturing,1.228571429
Aug-16,Manufacturing,1.239543726
Sep-16,Manufacturing,1.156028369
Oct-16,Manufacturing,1.045454545
Nov-16,Manufacturing,1.202090592
Dec-16,Manufacturing,1.221854305
Jan-17,Manufacturing,1.200647249
Feb-17,Manufacturing,1.250847458
Mar-17,Manufacturing,1.223602484
Apr-17,Manufacturing,1.169278997
May-17,Manufacturing,1.029673591
Jun-17,Manufacturing,1.166666667
Jul-17,Manufacturing,1.124242424
Aug-17,Manufacturing,1.138211382
Sep-17,Manufacturing,1.319148936
Oct-17,Manufacturing,1.221902017
Nov-17,Manufacturing,1.268221574
Dec-17,Manufacturing,1.137640449
Jan-18,Manufacturing,1.212121212
Feb-18,Manufacturing,1.196765499
Mar-18,Manufacturing,1.170868347
Apr-18,Manufacturing,1.218232044
May-18,Manufacturing,1.245283019
Jun-18,Manufacturing,1.246612466
Jul-18,Manufacturing,1.194805195
Aug-18,Manufacturing,1.352303523
Sep-18,Manufacturing,1.429429429
Oct-18,Manufacturing,1.263291139
Nov-18,Manufacturing,1.420765027
Dec-18,Manufacturing,1.346820809
Jan-19,Manufacturing,1.221590909
Feb-19,Manufacturing,1.380952381
Mar-19,Manufacturing,1.266081871
Apr-19,Manufacturing,1.305084746
May-19,Manufacturing,1.393491124
Jun-19,Manufacturing,1.437308869
Jul-19,Manufacturing,1.361445783
Aug-19,Manufacturing,1.303571429
Sep-19,Manufacturing,1.277777778
Oct-19,Manufacturing,1.306930693
Nov-19,Manufacturing,1.162011173
Dec-19,Manufacturing,1.100591716
Jan-20,Manufacturing,1.26625387
Feb-20,Manufacturing,1.106442577
Mar-20,Manufacturing,0.977917981
Apr-20,Manufacturing,0.844444444
May-20,Manufacturing,0.497645212
Jun-20,Manufacturing,0.709543568
Jul-20,Manufacturing,1.2
Aug-20,Manufacturing,1.187341772
Sep-20,Manufacturing,1.255936675
Oct-20,Manufacturing,1.366925065
Nov-20,Manufacturing,1.17603912
Dec-20,Manufacturing,1.054176072
Jan-21,Manufacturing,1.478753541
Feb-21,Manufacturing,1.377088305
Mar-21,Manufacturing,1.672605791
Apr-21,Manufacturing,2.195431472
May-21,Manufacturing,2.153284672
Jun-21,Manufacturing,2.020361991
Jul-21,Manufacturing,2.010660981
Aug-21,Manufacturing,1.885529158
Sep-21,Manufacturing,2.00212766
Oct-21,Manufacturing,1.918918919
Nov-21,Manufacturing,1.733333333
Dec-21,Manufacturing,1.63238512
Jan-12,Construction,0.268072289
Feb-12,Construction,0.197101449
Mar-12,Construction,0.288888889
Apr-12,Construction,0.405017921
May-12,Construction,0.283950617
Jun-12,Construction,0.174157303
Jul-12,Construction,0.237837838
Aug-12,Construction,0.347181009
Sep-12,Construction,0.259562842
Oct-12,Construction,0.332288401
Nov-12,Construction,0.25
Dec-12,Construction,0.403125
Jan-13,Construction,0.356083086
Feb-13,Construction,0.362433862
Mar-13,Construction,0.326760563
Apr-13,Construction,0.384353741
May-13,Construction,0.353982301
Jun-13,Construction,0.385294118
Jul-13,Construction,0.338762215
Aug-13,Construction,0.369636964
Sep-13,Construction,0.401253918
Oct-13,Construction,0.36827957
Nov-13,Construction,0.501607717
Dec-13,Construction,0.440740741
Jan-14,Construction,0.543859649
Feb-14,Construction,0.492907801
Mar-14,Construction,0.462962963
Apr-14,Construction,0.387959866
May-14,Construction,0.373040752
Jun-14,Construction,0.545774648
Jul-14,Construction,0.446107784
Aug-14,Construction,0.373529412
Sep-14,Construction,0.391891892
Oct-14,Construction,0.454268293
Nov-14,Construction,0.431677019
Dec-14,Construction,0.348370927
Jan-15,Construction,0.417613636
Feb-15,Construction,0.511976048
Mar-15,Construction,0.518867925
Apr-15,Construction,0.439306358
May-15,Construction,0.508038585
Jun-15,Construction,0.423976608
Jul-15,Construction,0.478827362
Aug-15,Construction,0.44
Sep-15,Construction,0.364179104
Oct-15,Construction,0.408408408
Nov-15,Construction,0.353448276
Dec-15,Construction,0.471641791
Jan-16,Construction,0.563333333
Feb-16,Construction,0.542134831
Mar-16,Construction,0.572222222
Apr-16,Construction,0.5
May-16,Construction,0.553459119
Jun-16,Construction,0.674242424
Jul-16,Construction,0.598290598
Aug-16,Construction,0.547058824
Sep-16,Construction,0.82278481
Oct-16,Construction,0.623931624
Nov-16,Construction,0.591304348
Dec-16,Construction,0.458646617
Jan-17,Construction,0.4025
Feb-17,Construction,0.5
Mar-17,Construction,0.447570332
Apr-17,Construction,0.540469974
May-17,Construction,0.43877551
Jun-17,Construction,0.535620053
Jul-17,Construction,0.564516129
Aug-17,Construction,0.528205128
Sep-17,Construction,0.486215539
Oct-17,Construction,0.519083969
Nov-17,Construction,0.669421488
Dec-17,Construction,0.725
Jan-18,Construction,0.724431818
Feb-18,Construction,0.504761905
Mar-18,Construction,0.601078167
Apr-18,Construction,0.657303371
May-18,Construction,0.666666667
Jun-18,Construction,0.812834225
Jul-18,Construction,0.710997442
Aug-18,Construction,0.759162304
Sep-18,Construction,0.814516129
Oct-18,Construction,0.787965616
Nov-18,Construction,0.762025316
Dec-18,Construction,0.915343915
Jan-19,Construction,0.705479452
Feb-19,Construction,0.75
Mar-19,Construction,0.938172043
Apr-19,Construction,0.978823529
May-19,Construction,0.945169713
Jun-19,Construction,0.715962441
Jul-19,Construction,0.844736842
Aug-19,Construction,0.794621027
Sep-19,Construction,0.753393665
Oct-19,Construction,0.666666667
Nov-19,Construction,0.569739953
Dec-19,Construction,0.578947368
Jan-20,Construction,0.70263789
Feb-20,Construction,0.751861042
Mar-20,Construction,0.576441103
Apr-20,Construction,0.99047619
May-20,Construction,0.387895461
Jun-20,Construction,0.4609375
Jul-20,Construction,0.75826972
Aug-20,Construction,0.62628866
Sep-20,Construction,0.596401028
Oct-20,Construction,0.639896373
Nov-20,Construction,0.689655172
Dec-20,Construction,0.655256724
Jan-21,Construction,0.851851852
Feb-21,Construction,0.672774869
Mar-21,Construction,0.756756757
Apr-21,Construction,0.98502994
May-21,Construction,1.003257329
Jun-21,Construction,0.919770774
Jul-21,Construction,0.923287671
Aug-21,Construction,0.97574124
Sep-21,Construction,1.005780347
Oct-21,Construction,1.082872928
Nov-21,Construction,0.855140187
Dec-21,Construction,0.994459834
